date,source,status,detail,chain_date,expiration,dte,put_id,call_id,put_delta,call_delta,put_error,call_error,put_iv,call_iv,skew,skew_change,expiry_change,jump_with_expiry_change,put_bid,put_ask,put_spread,put_flags,call_bid,call_ask,call_spread,call_flags
2025-01-30,downloaded,usable_pair,,2025-01-30,2025-02-28,29,SPY250228P00590000,SPY250228C00621000,-0.24461,0.24286,0.005390000000000006,0.0071400000000000075,0.15146,0.11244,0.03902000000000001,-0.009759999999999991,False,False,3.83,3.89,0.06000000000000005,none,2.62,2.68,0.06000000000000005,none
2025-01-31,downloaded,usable_pair,,2025-01-31,2025-02-28,28,SPY250228P00586000,SPY250228C00617000,-0.24406,0.24899,0.005940000000000001,0.0010100000000000109,0.16122,0.11244,0.048780000000000004,0.009759999999999991,False,False,3.85,3.89,0.040000000000000036,none,2.88,2.91,0.03000000000000025,none
2023-01-03,downloaded,usable_pair,,2023-01-03,2023-02-03,31,SPY230203P00366000,SPY230203C00398000,-0.25563,0.25336,0.005630000000000024,0.003359999999999974,0.23926,0.20024,0.03902,-0.009760000000000005,True,False,4.3,4.33,0.03000000000000025,none,3.15,3.18,0.03000000000000025,none
2023-01-04,downloaded,usable_pair,,2023-01-04,2023-02-03,30,SPY230203P00369000,SPY230203C00400000,-0.24728,0.25255,0.00272,0.0025499999999999967,0.22951,0.19048,0.03902999999999998,9.999999999982245e-06,False,False,3.79,3.81,0.020000000000000018,none,3.18,3.2,0.020000000000000018,none
2023-01-05,downloaded,usable_pair,,2023-01-05,2023-02-03,29,SPY230203P00365000,SPY230203C00396000,-0.24736,0.25128,0.0026400000000000035,0.0012800000000000034,0.22951,0.20024,0.02926999999999999,-0.009759999999999991,False,False,3.87,3.9,0.029999999999999805,none,3.05,3.07,0.020000000000000018,none
2023-01-06,downloaded,usable_pair,,2023-01-06,2023-02-03,28,SPY230203P00374000,SPY230203C00403000,-0.24441,0.2539,0.005590000000000012,0.0039000000000000146,0.21975,0.18073,0.03902,0.009750000000000009,False,False,3.56,3.59,0.029999999999999805,none,2.97,2.99,0.020000000000000018,none
2023-01-09,downloaded,usable_pair,,2023-01-09,2023-02-10,32,SPY230210P00373000,SPY230210C00405000,-0.25312,0.25105,0.0031200000000000117,0.0010499999999999954,0.22951,0.19048,0.03902999999999998,9.999999999982245e-06,True,False,4.03,4.05,0.019999999999999574,none,3.03,3.06,0.03000000000000025,none
2023-01-10,downloaded,usable_pair,,2023-01-10,2023-02-10,31,SPY230210P00377000,SPY230210C00406000,-0.25177,0.26141,0.0017699999999999938,0.011409999999999976,0.21,0.18073,0.02926999999999999,-0.009759999999999991,False,False,3.85,3.87,0.020000000000000018,none,3.05,3.07,0.020000000000000018,none
2023-01-11,downloaded,usable_pair,,2023-01-11,2023-02-10,30,SPY230210P00381000,SPY230210C00412000,-0.24772,0.24407,0.0022800000000000042,0.005929999999999991,0.21975,0.18073,0.03902,0.009750000000000009,False,False,3.79,3.81,0.020000000000000018,none,2.9,2.92,0.020000000000000018,none
2023-01-12,downloaded,usable_pair,,2023-01-12,2023-02-10,29,SPY230210P00385000,SPY230210C00412000,-0.2544,0.23579,0.004400000000000015,0.01421,0.19048,0.16122,0.029260000000000008,-0.009759999999999991,False,False,3.4,3.43,0.03000000000000025,none,2.42,2.44,0.020000000000000018,none
2023-01-13,downloaded,usable_pair,,2023-01-13,2023-02-10,28,SPY230210P00386000,SPY230210C00412000,-0.24402,0.24383,0.005980000000000013,0.006170000000000009,0.19048,0.15146,0.03902,0.009759999999999991,False,False,3.05,3.07,0.020000000000000018,none,2.25,2.27,0.020000000000000018,none
2023-01-17,downloaded,usable_pair,,2023-01-17,2023-02-17,31,SPY230217P00384000,SPY230217C00413000,-0.24324,0.2426,0.006759999999999988,0.00739999999999999,0.20024,0.16122,0.03902,0.0,True,False,3.46,3.48,0.020000000000000018,none,2.6,2.62,0.020000000000000018,none
2023-01-18,downloaded,usable_pair,,2023-01-18,2023-02-17,30,SPY230217P00378000,SPY230217C00407000,-0.2509,0.24336,0.0009000000000000119,0.006640000000000007,0.21,0.17097,0.03902999999999998,9.999999999982245e-06,False,False,3.68,3.7,0.020000000000000018,none,2.6,2.62,0.020000000000000018,none
2023-01-19,downloaded,usable_pair,,2023-01-19,2023-02-17,29,SPY230217P00375000,SPY230217C00403000,-0.24469,0.25546,0.005310000000000009,0.00546000000000002,0.21,0.17097,0.03902999999999998,0.0,False,False,3.55,3.57,0.020000000000000018,none,2.81,2.82,0.009999999999999787,none
2023-01-20,downloaded,usable_pair,,2023-01-20,2023-02-17,28,SPY230217P00383000,SPY230217C00410000,-0.25627,0.24568,0.006269999999999998,0.0043199999999999905,0.21,0.16122,0.04877999999999999,0.009750000000000009,False,False,3.57,3.58,0.010000000000000231,none,2.59,2.61,0.020000000000000018,none
2023-01-23,downloaded,usable_pair,,2023-01-23,2023-02-24,32,SPY230224P00387000,SPY230224C00416000,-0.24905,0.24659,0.0009500000000000064,0.0034099999999999964,0.20024,0.16122,0.03902,-0.009759999999999991,True,False,3.71,3.73,0.020000000000000018,none,2.58,2.6,0.020000000000000018,none
2023-01-24,downloaded,usable_pair,,2023-01-24,2023-02-24,31,SPY230224P00387500,SPY230224C00415000,-0.24986,0.25106,0.00014000000000000123,0.0010600000000000054,0.19048,0.16122,0.029260000000000008,-0.009759999999999991,False,False,3.38,3.4,0.020000000000000018,none,2.84,2.87,0.03000000000000025,none
2023-01-25,downloaded,usable_pair,,2023-01-25,2023-02-24,30,SPY230224P00387000,SPY230224C00414000,-0.24779,0.25193,0.0022099999999999898,0.0019299999999999873,0.20024,0.15146,0.04877999999999999,0.019519999999999982,False,False,3.37,3.44,0.06999999999999984,none,2.68,2.77,0.08999999999999986,none
2023-01-26,downloaded,usable_pair,,2023-01-26,2023-02-24,29,SPY230224P00392500,SPY230224C00418000,-0.25356,0.25701,0.0035600000000000076,0.007010000000000016,0.19048,0.15146,0.03902,-0.009759999999999991,False,False,3.51,3.53,0.020000000000000018,none,2.61,2.63,0.020000000000000018,none
2023-01-27,downloaded,usable_pair,,2023-01-27,2023-02-24,28,SPY230224P00393000,SPY230224C00420000,-0.24471,0.23368,0.005289999999999989,0.01632,0.19048,0.15146,0.03902,0.0,False,False,3.23,3.26,0.029999999999999805,none,2.17,2.19,0.020000000000000018,none
2023-01-30,downloaded,usable_pair,,2023-01-30,2023-03-03,32,SPY230303P00387000,SPY230303C00416000,-0.24959,0.25935,0.0004099999999999937,0.009350000000000025,0.20024,0.17097,0.02926999999999999,-0.009750000000000009,True,False,3.67,3.68,0.010000000000000231,none,2.9,2.92,0.020000000000000018,none
2023-01-31,downloaded,usable_pair,,2023-01-31,2023-03-03,31,SPY230303P00393000,SPY230303C00420000,-0.25139,0.26242,0.0013900000000000023,0.012419999999999987,0.20024,0.15146,0.04877999999999999,0.01951,False,False,3.64,3.66,0.020000000000000018,none,2.85,2.87,0.020000000000000018,none
2021-01-04,downloaded,usable_pair,,2021-01-04,2021-02-03,30,SPY210203P00350000,SPY210203C00382000,-0.23615,0.24448,0.013850000000000001,0.005519999999999997,0.26853,0.17097,0.09755999999999998,0.04877999999999999,True,False,3.98,4.07,0.0900000000000003,none,2.51,2.6,0.0900000000000003,none
2021-01-05,downloaded,usable_pair,,2021-01-05,2021-02-05,31,SPY210205P00354000,SPY210205C00384000,-0.25064,0.24541,0.0006399999999999739,0.004590000000000011,0.25877,0.16122,0.09755,-9.999999999982245e-06,True,False,4.19,4.23,0.040000000000000036,none,2.52,2.55,0.029999999999999805,none
2021-01-06,downloaded,usable_pair,,2021-01-06,2021-02-05,30,SPY210205P00356000,SPY210205C00386000,-0.24613,0.24679,0.0038700000000000123,0.0032099999999999906,0.25877,0.16122,0.09755,0.0,False,False,4.11,4.19,0.08000000000000007,none,2.48,2.55,0.06999999999999984,none
2021-01-07,downloaded,usable_pair,,2021-01-07,2021-02-05,29,SPY210205P00364000,SPY210205C00390000,-0.24562,0.24575,0.004379999999999995,0.004250000000000004,0.21975,0.1417,0.07805000000000001,-0.01949999999999999,False,False,3.62,3.66,0.040000000000000036,none,2.27,2.31,0.040000000000000036,none
2021-01-08,downloaded,usable_pair,,2021-01-08,2021-02-08,31,SPY210208P00366000,SPY210208C00392000,-0.24218,0.25778,0.007819999999999994,0.007780000000000009,0.21,0.1417,0.0683,-0.009750000000000009,True,False,3.51,3.58,0.07000000000000028,none,2.47,2.53,0.05999999999999961,none
2021-01-11,downloaded,usable_pair,,2021-01-11,2021-02-10,30,SPY210210P00362000,SPY210210C00392000,-0.24432,0.23494,0.005679999999999991,0.01505999999999999,0.23926,0.16122,0.07804,0.009739999999999999,True,False,3.98,4.06,0.07999999999999963,none,2.27,2.35,0.08000000000000007,none
2021-01-12,downloaded,usable_pair,,2021-01-12,2021-02-12,31,SPY210212P00362500,SPY210212C00391000,-0.25283,0.24317,0.002829999999999999,0.006830000000000003,0.23926,0.15146,0.08779999999999999,0.009759999999999991,True,False,4.09,4.12,0.03000000000000025,none,2.43,2.46,0.029999999999999805,none
2021-01-13,downloaded,usable_pair,,2021-01-13,2021-02-12,30,SPY210212P00364000,SPY210212C00391000,-0.24844,0.25898,0.0015600000000000058,0.008979999999999988,0.22951,0.15146,0.07804999999999998,-0.009750000000000009,False,False,3.65,3.68,0.03000000000000025,none,2.39,2.42,0.029999999999999805,none
2021-01-14,downloaded,usable_pair,,2021-01-14,2021-02-12,29,SPY210212P00362500,SPY210212C00390000,-0.25027,0.24808,0.00026999999999999247,0.001920000000000005,0.23926,0.15146,0.08779999999999999,0.009750000000000009,False,False,3.8,3.84,0.040000000000000036,none,2.4,2.44,0.040000000000000036,none
2021-01-15,downloaded,usable_pair,,2021-01-15,2021-02-12,28,SPY210212P00359000,SPY210212C00387000,-0.24361,0.24705,0.006390000000000007,0.002950000000000008,0.24902,0.15146,0.09755999999999998,0.009759999999999991,False,False,3.99,4.04,0.04999999999999982,none,2.19,2.22,0.03000000000000025,none
2021-01-19,downloaded,usable_pair,,2021-01-19,2021-02-19,31,SPY210219P00362000,SPY210219C00391000,-0.24798,0.24093,0.002019999999999994,0.009069999999999995,0.23926,0.15146,0.08779999999999999,-0.009759999999999991,True,False,3.95,3.97,0.020000000000000018,none,2.25,2.26,0.009999999999999787,none
2021-01-20,downloaded,usable_pair,,2021-01-20,2021-02-19,30,SPY210219P00369000,SPY210219C00395000,-0.25444,0.24821,0.0044399999999999995,0.0017900000000000138,0.21975,0.1417,0.07805000000000001,-0.009749999999999981,False,False,3.67,3.68,0.010000000000000231,none,2.35,2.36,0.009999999999999787,none
2021-01-21,downloaded,usable_pair,,2021-01-21,2021-02-19,29,SPY210219P00370000,SPY210219C00395000,-0.25185,0.25146,0.0018500000000000183,0.0014600000000000168,0.21,0.1417,0.0683,-0.009750000000000009,False,False,3.59,3.6,0.010000000000000231,none,2.25,2.26,0.009999999999999787,none
2021-01-22,downloaded,usable_pair,,2021-01-22,2021-02-22,31,SPY210222P00370000,SPY210222C00395000,-0.27731,0.23198,0.02731,0.018020000000000008,0.21,0.1417,0.0683,0.0,True,False,4.06,4.1,0.040000000000000036,none,1.98,2.02,0.040000000000000036,none
2021-01-25,downloaded,usable_pair,,2021-01-25,2021-02-24,30,SPY210224P00370000,SPY210224C00395000,-0.26168,0.27298,0.011680000000000024,0.02298,0.21975,0.15146,0.06828999999999999,-1.0000000000010001e-05,True,False,4.07,4.14,0.0699999999999994,none,2.69,2.75,0.06000000000000005,none
2021-01-26,downloaded,usable_pair,,2021-01-26,2021-02-26,31,SPY210226P00367500,SPY210226C00396000,-0.24733,0.26055,0.0026700000000000057,0.010550000000000004,0.22951,0.16122,0.06828999999999999,0.0,True,False,3.91,3.95,0.040000000000000036,none,2.66,2.7,0.040000000000000036,none
2021-01-27,downloaded,usable_pair,,2021-01-27,2021-02-26,30,SPY210226P00352500,SPY210226C00390000,-0.25034,0.248,0.00034000000000000696,0.0020000000000000018,0.33682,0.20024,0.13658,0.06829000000000002,False,False,5.47,5.57,0.10000000000000053,none,3.11,3.2,0.0900000000000003,none
2021-01-28,downloaded,usable_pair,,2021-01-28,2021-02-26,29,SPY210226P00358000,SPY210226C00391000,-0.2487,0.25578,0.0012999999999999956,0.005780000000000007,0.2978,0.18073,0.11707000000000001,-0.01951,False,False,4.85,4.94,0.09000000000000075,none,2.98,3.04,0.06000000000000005,none
2021-01-29,downloaded,usable_pair,,2021-01-29,2021-03-01,31,SPY210301P00347000,SPY210301C00386000,-0.24561,0.24446,0.004390000000000005,0.005539999999999989,0.34658,0.20024,0.14634,0.02926999999999999,True,False,5.67,5.87,0.20000000000000018,none,2.83,3.01,0.17999999999999972,none
